,Mean,Std,Min,Max
MSE_Time,0.329687843324917,0.12780584531724765,0.1501100129074076,0.596571749537368
PSNR,5.107615477679412,1.6853560124895146,2.243373163620311,8.235903377007713
Corr,0.029496061786558343,0.43163035117642057,-0.4117956700681038,0.6404709426124755
MSE_Freq,0.00023844793761824222,0.00029544202220041076,8.01247880520222e-06,0.000892072977222
